title,nid,type,changed,path_alias,citation,category_tid,year_tid,publication,publisher,filename_year,tid,year,tid_category,category
Liaquat Ahamed,7107,winner,1444932985,winners/liaquat-ahamed,"A compelling account of how four powerful bankers played crucial roles in triggering the Great Depression and ultimately transforming the United States into the world&#039;s financial leader. 
",220,110,Lords of Finance: The Bankers Who Broke the World,The Penguin Press,2010,110,2010,220,History
Rae Armantrout,7108,winner,1441916639,winners/rae-armantrout,"A book striking for its wit and linguistic inventiveness, offering poems that are often little thought-bombs detonating in the mind long after the first reading.
",224,110,Versed,Wesleyan University Press,2010,110,2010,224,Poetry
T.J. Stiles,7109,winner,1441916567,winners/tj-stiles,"A penetrating portrait of a complex, self-made titan who revolutionized transportation, amassed vast wealth and shaped the economic world in ways still felt today.
",222,110,The First Tycoon: The Epic Life of Cornelius Vanderbilt,Alfred A. Knopf,2010,110,2010,222,Biography
David E. Hoffman,7110,winner,1441916738,winners/david-e-hoffman,"A well documented narrative that examines the terrifying doomsday competition between two superpowers and how weapons of mass destruction still imperil humankind. 
",223,110,The Dead Hand: The Untold Story of the Cold War Arms Race and Its Dangerous Legacy,Doubleday,2010,110,2010,223,General Nonfiction
Jennifer Higdon,7111,winner,1444933993,winners/jennifer-higdon,"Premiered on February 6, 2009, in Indianapolis, IN, a deeply engaging piece that combines flowing lyricism with dazzling virtuosity (Lawdon Press).
",225,110,Violin Concerto,Lawdon Press,2010,110,2010,225,Music
Bristol (VA) Herald Courier,7112,winner,1459315752,winners/bristol-va-herald-courier,"For the work of Daniel Gilbert in illuminating the murky mismanagement of natural-gas royalties owed to thousands of land owners in southwest Virginia, spurring remedial action by state lawmakers.
",204,110,Bristol (VA) Herald Courier,,2010,110,2010,204,Public Service
Raquel Rutledge,7113,winner,1459315752,winners/raquel-rutledge,"For her penetrating reports on the fraud and abuse in a child-care program for low-wage working parents that fleeced taxpayers and imperiled children, resulting in a state and federal crackdown on providers.
",208,110,Milwaukee Journal Sentinel,,2010,110,2010,208,Local Reporting
Staff,7114,winner,1459315752,winners/staff-71,"For its comprehensive coverage, in print and online, of the shooting deaths of four police officers in a coffee house and the 40-hour manhunt for the suspect.
",205,110,The Seattle Times,,2010,110,2010,205,Breaking News Reporting
Barbara Laker and Wendy Ruderman,7115,winner,1451477372,winners/barbara-laker-and-wendy-ruderman,"For their resourceful reporting that exposed a rogue police narcotics squad, resulting in an FBI probe and the review of hundreds of criminal cases tainted by the scandal. 
",206,110,Philadelphia Daily News,,2010,110,2010,206,Investigative Reporting
"Sheri Fink of ProPublica, in collaboration with The New York Times Magazine",7116,winner,1494518112,winners/sheri-fink-propublica-collaboration-new-york-times-magazine,"For a story that chronicles the urgent life-and-death decisions made by one hospital&#039;s exhausted doctors when they were cut off by the floodwaters of Hurricane Katrina. 
",206,110,,,2010,110,2010,206,Investigative Reporting
Michael Moss and members of the Staff,7117,winner,1459315752,winners/michael-moss-and-members-staff,"For relentless reporting on contaminated hamburger and other food safety issues that, in print and online, spotlighted defects in federal regulation and led to improved practices. (Moved by the Board from the Investigative Reporting category.)
 ",207,110,The New York Times,,2010,110,2010,207,Explanatory Reporting
Matt Richtel and members of the Staff,7118,winner,1461586840,winners/matt-richtel-and-members-staff,"For incisive work, in print and online, on the hazardous use of cell phones, computers and other devices while operating cars and trucks, stimulating widespread efforts to curb distracted driving.
",209,110,The New York Times,,2010,110,2010,209,National Reporting
Anthony Shadid,7119,winner,1462828710,winners/anthony-shadid-0,"For his rich, beautifully written series on Iraq as the United States departs and its people and leaders struggle to deal with the legacy of war and to shape the nation&#039;s future.
",210,110,The Washington Post,,2010,110,2010,210,International Reporting
Gene Weingarten,7120,winner,1449604068,winners/gene-weingarten-0,"For his haunting story about parents, from varying walks of life, who accidentally kill their children by forgetting them in cars. 
",211,110,The Washington Post,,2010,110,2010,211,Feature Writing
Kathleen Parker,7121,winner,1459315752,winners/kathleen-parker,"For her perceptive, often witty columns on an array of political and moral issues, gracefully sharing the experiences and values that lead her to unpredictable conclusions.
",212,110,The Washington Post,,2010,110,2010,212,Commentary
Sarah Kaufman,7122,winner,1450310934,winners/sarah-kaufman,"For her refreshingly imaginative approach to dance criticism, illuminating a range of issues and topics with provocative comments and original insights.  
",213,110,The Washington Post,,2010,110,2010,213,Criticism
"Tod Robberson, Colleen McCain Nelson and William McKenzie",7123,winner,1450310178,winners/tod-robberson-colleen-mccain-nelson-and-william-mckenzie,"For their relentless editorials deploring the stark social and economic disparity between the city&#039;s better-off northern half and distressed southern half.  
",214,110,The Dallas Morning News,,2010,110,2010,214,Editorial Writing
"Mark Fiore, self syndicated, appearing on SFGate.com",7124,winner,1494518413,winners/mark-fiore-self-syndicated-appearing-sfgatecom,"For his animated cartoons appearing on SFGate.com, the San Francisco Chronicle Web site, where his biting wit, extensive research and ability to distill complex issues set a high standard for an emerging form of commentary.
",215,110,,,2010,110,2010,215,Editorial Cartooning
Mary Chind,7125,winner,1444856945,winners/mary-chind,"For her photograph of the heart-stopping moment when a rescuer dangling in a makeshift harness tries to save a woman trapped in the foaming water beneath a dam.  
",216,110,The Des Moines Register,,2010,110,2010,216,Breaking News Photography
Craig F. Walker,7126,winner,1444847831,winners/craig-f-walker,"For his intimate portrait of a teenager who joins the Army at the height of insurgent violence in Iraq, poignantly searching for meaning and manhood.  
",217,110,The Denver Post,,2010,110,2010,217,Feature Photography
Tom Kitt and Brian Yorkey,7127,winner,1443559559,winners/tom-kitt-and-brian-yorkey,"A powerful rock musical that grapples with mental illness in a suburban family and expands the scope of subject matter for musicals.  
",218,110,Next to Normal,,2010,110,2010,218,Drama
South Florida Sun Sentinel,15932,winner,1559588298,winners/south-florida-sun-sentinel,For exposing failings by school and law enforcement officials before and after the deadly shooting rampage at Marjory Stoneman Douglas High School.,204,621,,,2019,621,2019,204,Public Service
"David Barstow, Susanne Craig and Russ Buettner of The New York Times",15934,winner,1559588496,winners/david-barstow-susanne-craig-and-russ-buettner-new-york-times,"For an exhaustive 18-month investigation of President Donald Trump’s finances that debunked his claims of self-made wealth and revealed a business empire riddled with tax dodges. (Moved by the Board from the Investigative Reporting category, where it was also entered.)",207,621,,,2019,621,2019,207,Explanatory Reporting
"Matt Hamilton, Harriet Ryan and Paul Pringle of the Los Angeles Times",15935,winner,1559588417,winners/matt-hamilton-harriet-ryan-and-paul-pringle-los-angeles-times,For consequential reporting on a University of Southern California gynecologist accused of violating hundreds of young women for more than a quarter-century.,206,621,,,2019,621,2019,206,Investigative Reporting
Carlos Lozada of The Washington Post,15941,winner,1559588900,winners/carlos-lozada-washington-post,For trenchant and searching reviews and essays that joined warm emotion and careful analysis in examining a broad range of books addressing government and the American experience.,213,621,,,2019,621,2019,213,Criticism
Hannah Dreier of ProPublica,15943,winner,1559588794,winners/hannah-dreier-propublica,"For a series of powerful, intimate narratives that followed Salvadoran immigrants on New York’s Long Island whose lives were shattered by a botched federal crackdown on the international criminal gang MS-13.",211,621,,,2019,621,2019,211,Feature Writing
Tony Messenger of the St. Louis Post-Dispatch,15946,winner,1559588855,winners/tony-messenger-st-louis-post-dispatch,For bold columns that exposed the malfeasance and injustice of forcing poor rural Missourians charged with misdemeanor crimes to pay unaffordable fines or be sent to jail. ,212,621,,,2019,621,2019,212,Commentary
Brent Staples of The New York Times,15950,winner,1559588990,winners/brent-staples-new-york-times,"For editorials written with extraordinary moral clarity that charted the racial fault lines in the United States at a polarizing moment in the nation’s history.

",214,621,,,2019,621,2019,214,Editorial Writing
"Staff of Reuters, with notable contributions from Wa Lone and Kyaw Soe Oo",15954,winner,1559588748,winners/staff-reuters-notable-contributions-wa-lone-and-kyaw-soe-oo,"For expertly exposing the military units and Buddhist villagers responsible for the systematic expulsion and murder of Rohingya Muslims from Myanmar, courageous coverage that landed its reporters in prison.",210,621,,,2019,621,2019,210,International Reporting
"Maggie Michael, Maad al-Zikry and Nariman El-Mofty of Associated Press",15956,winner,1560867252,winners/maggie-michael-maad-al-zikry-and-nariman-el-mofty-associated-press,"For a revelatory yearlong series detailing the atrocities of the war in Yemen, including theft of food aid, deployment of child soldiers and torture of prisoners. The reporting was supported by the independent Pulitzer Center for Crisis Reporting.",210,621,,,2019,621,2019,210,International Reporting
"Staff of The Advocate, Baton Rouge, La.",15959,winner,1559588589,winners/staff-advocate-baton-rouge-la,"For a damning portrayal of the state’s discriminatory conviction system, including a Jim Crow-era law, that enabled Louisiana courts to send defendants to jail without jury consensus on the accused’s guilt.",208,621,,,2019,621,2019,208,Local Reporting
Richard Powers,15962,winner,1559589317,winners/richard-powers,An ingeniously structured narrative that branches and canopies like the trees at the core of the story whose wonder and connectivity echo those of the humans living amongst them.,219,621,The Overstory,W.W. Norton,2019,621,2019,219,Fiction
David W. Blight,15963,winner,1559589419,winners/david-w-blight,"A breathtaking history that demonstrates the scope of Frederick Douglass’ influence through deep research on his writings, his intellectual evolution and his relationships.",220,621,Frederick Douglass: Prophet of Freedom,Simon &amp; Schuster,2019,621,2019,220,History
Jeffrey C. Stewart,15967,winner,1559589493,winners/jeffrey-c-stewart,A panoramic view of the personal trials and artistic triumphs of the father of the Harlem Renaissance and the movement he inspired.,222,621,The New Negro: The Life of Alain Locke,Oxford University Press,2019,621,2019,222,Biography
Forrest Gander,15970,winner,1559589551,winners/forrest-gander,"A collection of elegies that grapple with sudden loss, and the difficulties of expressing grief and yearning for the departed.

",224,621,Be With,New Directions,2019,621,2019,224,Poetry
Eliza Griswold,15972,winner,1559589609,winners/eliza-griswold,"A classic American story, grippingly told, of an Appalachian family struggling to retain its middle class status in the shadow of destruction wreaked by corporate fracking.",223,621,Amity and Prosperity: One Family and the Fracturing of America,"Farrar, Straus and Giroux",2019,621,2019,223,General Nonfiction
